"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_d21[a1]",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_b",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_a",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_c",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_d",""
"passed","Wed Jul 28 09:53:02 GMT+08:00 2021","Wed Jul 28 09:53:02 GMT+08:00 2021","1","scripts","test_login","Test_abc","","","test_d1[3]",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_d1[8]",""
"passed","Wed Jul 28 09:53:03 GMT+08:00 2021","Wed Jul 28 09:53:03 GMT+08:00 2021","0","scripts","test_login","Test_abc","","","test_d21[a0]",""
